D3DSZ1	O43236
P36406	Q0VDD7
Q9Y294	Q86VK0
Q9NRM6	Q9UHF5
P26367	P14653
P32929	P32929
O95400	O94906
Q9Y215	P22303
Q96FF1	Q9UMN6
P24071	P12314
P05120	P05120
Q5T5H7	Q1W6H1
P17707	P17707
P50613	P33993
D3DNV6	Q6IBB3
Q5VYV5	Q5VYV5
Q9UQL6	P45973
O94979	P55735
D3DSD3	P22303
B3KT07	Q05CZ3
Q5T5H7	P08047
P53041	P53041
Q9H422	Q9NUA2
D1CS45	P09429
Q969H0	D3DWG3
Q59GV6	Q9BQ95
Q9UMX1	Q9NWS9
Q9UPT6	Q9UPT6
O15533	Q5HY71
O00257	P06400
Q3KQU3	Q5RL73
O15169	Q53XR6
P26367	Q8NI35
Q9ULX6	B3KU66
Q9P2R6	Q12805
Q6ICU9	Q9BSH4
Q8WWW0	Q8WWW0
P50613	Q13888
Q53XR6	D3DVE7
D3DX67	O14920
Q6I9V6	B0LPF3
Q7Z419	Q6FI05
D3DTS5	P53779
Q17RD7	Q8NB59
D3DNI6	P60468
Q5RKV6	O43809
Q9UBS4	P41238
Q9P299	Q54AC4
P49768	Q04721
A6NN38	Q4LE28
Q96AX1	Q9H270
P43364	D3DXA2
P78527	B1AHC8
Q96G97	Q9NZ43
B5ME70	B5ME70
P55854	P35712
P49736	B2R491
Q7LA65	Q7LA65
P61221	P10153
P46977	O75534
Q9NPR5	P31785
Q9H3D4	Q3LRW3
Q6I9V2	P21246
Q03431	P01270
Q9H836	P01106
Q01844	Q99750
D3DVE0	D3DVE0
Q15697	Q15697
O95835	O95835
P21246	Q6ZVE6
Q02487	Q02487
Q9BRA2	P01185
Q99750	Q8TBE0
Q9NRX3	Q71RF8
Q5JPT6	P42336
P53803	P53803
P31785	Q01113
P46940	B3KXA5
P17947	B5B2M5
Q5VUF1	Q6FI39
D3DQB7	Q93062
Q9UKA4	P31323
Q4W5C3	Q8IZZ5
Q6FG41	D3DVV8
Q13162	Q9UNY4
Q5T5H7	P51843
D3DRH6	P02649
P38432	Q9Y4C2
A4D0P7	P49736
Q9Y6Q6	D3DR16
D3DRL5	Q5W141
Q8WTR7	P83369
P23458	Q99062
Q9Y3C5	Q15751
P62310	P62304
Q969X0	Q969X0
Q9H9D4	Q13111
B1AHC8	Q6FI05
O95751	D3DRE7
Q96Q15	D3DNQ4
Q9BVK8	O95870
Q496Y0	Q547Q3
B3KS52	D3DVU0
B2RE76	Q9C005
P51398	P35869
Q9P2M1	O60241
P55316	Q13485
B9EGG9	Q71U36
Q5SQS3	Q5SQS3
P15172	Q2TB39
P11274	D3DTH5
Q9HCH5	A2RU94
Q00341	B3KU66
D3DU92	P61011
Q9Y3C5	Q13137
P10244	P24864
O60674	P78347
P49736	D3DX47
Q2TNI1	D3DPX6
A8K8W5	Q9NUA2
Q53YK7	P13591
Q6I9R7	A8K171
Q15648	Q93074
O95084	Q9Y296
P50613	Q9BYE7
A7E2E1	Q969G3
D3DR16	Q9BUZ4
Q9UMD9	Q9UMD9
B2R6C3	Q5TZN6
P28908	P28908
Q9H461	Q59FQ5
Q9UNK0	Q9UEU0
Q9BTY7	Q8N2U0
P26368	Q9UHX1
D3DS33	O00267
O43707	D3DRY4
D3DNI4	Q9Y6Y0
Q8WUM4	Q99816
Q8N5M1	P25705
Q13261	P31785
P15822	Q5T782
P00736	P02746
Q4V328	B9EGG9
Q96MF2	Q8TBK6
Q4VXB6	P25098
P20333	Q5STV3
P31785	P23458
Q96G78	Q08945
C9JL99	Q96NT1
Q6I9R7	Q14686
Q9Y4K4	A8K107
Q99750	Q14781
P32004	P13591
P04629	B0LPF3
P06401	Q13886
Q15696	Q71RF1
Q8WTR7	Q53XR2
Q9H1K0	D3DUZ9
Q16520	Q6FG41
B4DIW5	D3DST0
Q8IWU2	Q6NXS2
Q13158	Q96C06
P61970	Q7Z3B4
Q9UK45	P62310
P53674	P53674
Q5JVE7	P10646
Q4JHT5	P10912
P26232	A1L467
Q5YLC1	Q14966
B3KRJ9	A8K6V3
P08709	P08709
P45973	Q13111
Q15544	Q10570
Q9UQB8	O14910
Q9Y6Q9	Q5STP9
O15230	B3KNI7
O60925	Q9H7V2
P08246	D3DX34
Q6ICQ9	Q3LRW3
P18545	P18545
D3DSV2	P19447
Q9HD36	P10415
Q8TDC3	Q6MZW8
Q9NWS0	Q9Y3Q8
D3DU69	Q96B23
Q8WVD5	Q547Q3
Q9UBT2	Q8TDN6
Q9Y295	D3DQ24
Q08345	P19174
Q96EE5	Q9BZL4
P49137	O00418
O00469	O00469
Q68CQ5	Q68CQ5
O43318	Q6FG41
P25208	Q07021
D3DSV3	D3DSV3
Q15139	Q15139
Q9BX70	P11387
Q53FC3	Q53ZZ1
P52630	D3DS61
Q14919	Q01658
B3KWG5	B3KWG5
Q9BXH1	Q92843
D3DVV8	Q96HZ4
P51946	P19447
Q01844	Q93062
Q96GP6	Q96GP6
Q9BQY4	Q9BRG1
Q8IZH2	P04075
P62995	Q15414
Q96H20	Q9BRG1
P49790	Q53XR6
D3DX47	A8K6V3
O60356	Q6ZW49
D3DPJ1	Q13042
Q8NHU6	Q00537
Q9NRD9	Q6P534
Q5VY90	Q8N4Y1
Q9H213	P08138
B2RNB2	P01135
C9JL99	Q8N5W9
O60716	Q53XS4
Q9NPR5	Q59F04
B7Z3E6	B7Z3E6
Q3KN84	Q9UQE7
D3DRX1	D3DX67
D3DP73	Q16512
Q53EL2	Q53EL2
Q6I9R7	P14859
Q9UG98	P02686
Q16531	Q13309
A8K107	P20333
P23582	Q60I31
P78527	D3DW02
Q8TB90	O60674
Q9Y3B2	D3DRS0
Q7Z6G3	Q9BU64
Q02556	D3DR16
Q9UK53	D3DTH5
P14174	Q59GV6
Q4ACX1	A1L3Y3
Q9H422	B1AK66
Q96SB4	P26368
Q9NQT4	P62875
Q9H0I2	Q8NHQ1
O60674	P15260
P13010	Q00613
Q14790	Q14790
Q4G0R5	O95251
Q9NUA2	P14859
D3DTC0	Q9NTN9
Q9BYV2	Q9BYV6
Q969V1	P20382
O60508	Q53XR6
Q00403	D3DSV2
A8K4G2	Q53XS4
P54259	D3DTE2
Q7L5N1	Q3LRW3
P78527	P15927
P52630	O60674
Q9C005	Q9C005
O60925	A6NJG9
Q9NSI5	Q96QZ7
P01106	P06400
P00750	P27797
P16871	P13232
Q4LE28	P04150
D3DWA3	P38432
Q99750	Q99750
O14672	O00548
Q6UWE0	Q99816
Q9BRD5	Q8N4Y1
P43364	Q6ZU52
D3DST0	P43121
Q9NPQ8	Q9NPQ8
P32249	Q9BRL8
Q15788	P11831
Q9C0H9	B4DIW5
Q16651	B3KNI7
P00167	O00767
Q92585	Q92585
P25490	P36956
Q5JR98	D3DP85
Q6FIE9	D3DNW0
B4E127	B4E127
Q9BSD8	Q4LE28
A8C4L5	Q9Y4A5
Q13137	Q15038
Q9Y580	D3DW78
Q15853	O75444
Q7L5N1	Q71RF8
O75461	Q9BSD8
P09429	Q5T3J3
O75925	Q9Y6K1
Q15654	Q12923
Q96F46	Q16552
D3DN59	P41231
Q15020	O43395
B3KT07	Q9BUJ2
Q59F09	Q6FHX6
P11912	Q53XS4
P08637	P20963
P36507	P36507
Q549F0	Q13158
P51693	Q9BVJ6
B2RE76	P49454
Q8NEV4	Q6EEV4
Q12789	P17936
Q14653	Q9UHD2
Q6FGN3	O14908
D3DTN3	Q96CG3
P25963	A0JLT2
Q53YD7	D3DSQ6
P35612	P35612
Q13094	Q53XS4
Q8N589	P10415
Q14286	D3DTN0
Q92692	Q6IBB3
C9JL99	Q15013
D3DSZ1	P37840
P42858	B0LPF3
P40259	P11912
Q01844	O60637
Q9NUA2	B5ME70
Q13011	Q53YD7
B0ZBD0	B0ZBD0
Q9UQB8	Q86TW5
Q96FF1	D3DU69
P02766	Q7L5D6
P13686	Q8N357
Q14872	B3KNH5
P56537	D3DWS0
P07858	Q59GZ8
P49407	Q14749
Q9NVC6	Q96HR3
O95396	O96007
Q9Y5N6	P33993
P49848	P29083
B3KRE0	Q5T8U4
Q16512	Q8TCR7
P19320	D3DRY4
Q3LRW3	Q16666
P17600	D3DTH6
Q8WWV3	Q9Y2W2
Q9NUP1	P78537
Q6FH21	P10415
Q96RK0	Q96C36
A7E2E1	P35869
B3KNI7	D3DQY2
Q8TD26	O95405
O43633	Q8WV92
B3KS52	Q9P2M1
P43364	Q15007
P55789	Q9H1I8
O75382	O75382
Q9BST9	Q547Q3
D3DWS0	P14784
O60934	Q8WXE1
P05129	P17302
Q96FF1	Q12914
Q08830	Q08830
Q8N488	O75461
B1AK66	Q9NS56
Q3LRW3	P53350
D3DP05	Q53YD1
Q9GZV3	Q96IZ0
P12271	O14745
P55318	P09429
Q6FH21	Q07817
P21675	P52655
O00203	Q6PJ06
P42702	P26441
D3DX28	Q8IUA4
Q53XS4	P16284
A4D0P7	Q9UBD5
Q57Z92	Q92973
O76064	D3DPG3
Q8WUW1	Q92558
Q01638	D3DRI5
P50052	P12821
Q00403	P49736
B0ZBD0	P21730
Q6FI36	P10747
P16144	Q9UMD9
Q99704	Q6FGS6
P01042	P04004
B3KRJ9	Q9NR46
P25098	P37840
B3KT07	Q96JB5
Q86UK7	Q86UK7
Q96FF1	P26368
Q96RK0	Q2L6J2
Q969D9	A8K6I5
D3DW78	D3DW78
Q15013	Q13257
Q00597	P02549
P54132	Q15554
P06401	Q05086
Q92558	Q6FH21
Q15276	P49815
A8K171	P04150
O14745	P15313
Q9H0D6	D3DTP2
Q14393	Q06418
Q9UHD2	P25963
P17676	Q5T5H7
Q9NP98	O75112
O75376	P04150
Q96FF1	Q96N03
Q13309	P06400
A2TDB8	P15172
Q12923	D3DVU0
Q8WTS6	Q12962
P14780	P14780
P01270	P01270
Q6MZL6	Q6MZL6
Q14790	P10415
P17676	Q546S1
Q15648	P15976
P24530	Q2TNI1
D3DNW0	Q05C41
Q6IBL8	Q53YD7
D3DST0	O60674
P05129	P25098
Q92858	P09429
Q6ZSZ9	B3KNI7
P32418	D3DTH5
P56199	P21941
Q7Z5W6	Q59F16
D3DW42	Q6P4R1
Q6PFW2	B7Z3E6
O95084	P42695
Q14566	Q13416
P13569	Q02156
Q549F0	Q9H1I8
O60683	P28328
O43290	Q9BZL1
Q4VAL4	Q5GJ64
P56556	A8K8F5
Q53QE4	Q6IBL8
Q9NUP1	D3DV56
Q6IB98	Q9P2A4
P46736	O75971
Q13263	Q13263
Q9HCS7	Q5VU97
Q13485	Q5U079
D3DX43	Q14232
P08397	Q96S59
P56537	Q8TEY7
Q5VVQ6	Q5VVQ6
Q9NWQ8	B0LPF3
B3KNK9	Q3MHD2
Q9NR28	Q13490
O75553	P51693
Q6IAL9	B1AHC8
Q9Y294	P54198
B3KNG9	Q57Z92
P08047	P36956
P40937	D3DXG3
O43379	O43379
P50579	P41091
P54259	P25788
P22303	P22303
Q13315	Q00987
P45973	Q9UIS9
Q13118	P08047
P43378	O43752
P20265	O60828
Q96L73	Q6I9R7
Q9Y3I1	D3DQ97
Q9NYJ8	O43318
P34981	P34981
Q7L5N1	Q13098
B4E1E6	P04626
O75899	Q96AQ3
Q495Z4	B0FWH2
O14978	D3DWR9
Q9UIF7	P27694
O60383	Q99547
Q96B26	Q9NPD3
P42704	P42704
Q3KN84	Q6MZZ3
O00203	Q99726
P04150	P00813
Q9H4A4	O95405
O14978	Q9NZG6
Q13137	Q7L590
Q05D28	Q05D28
A8K9G7	D3DT43
Q5THR3	Q9NUA2
A8K882	P52948
Q59FC3	P23471
Q9UKL3	A8K107
P49715	O75925
P14784	Q53XS4
P19174	Q9UM73
Q6IAL9	P46783
Q9UMR2	P35658
O43615	O43615
Q8IYN9	Q13546
D3DRI8	P06400
Q92598	D3DVR3
P12110	Q6MZM7
Q15596	P04150
Q9Y2J0	P59190
Q9BU76	D3DSY5
A3F769	Q04864
Q14790	P55212
Q53X57	Q2TNI1
Q64GB1	Q14653
A0PJK8	Q14155
Q7RTS1	P15172
D3DX31	Q53XR6
P30040	P30040
P42336	Q9P084
O14964	Q15038
D3DTC0	Q96FJ0
Q96QZ7	Q7Z5C1
P30154	O60674
P12272	P49407
Q92481	O95619
P34981	P20396
Q9Y2I6	Q9BSW7
Q5SXM9	Q13873
Q15020	Q9NUA2
Q15788	P42226
P49790	Q9BVS9
Q99683	Q53FC3
Q5DR82	P25205
Q15596	Q9NUA2
Q9Y3C5	O95714
Q96FF1	Q8N196
Q8N1G1	Q8N1G1
P43364	Q9NXH9
Q9UQB8	O14514
D3DWS0	Q15139
Q16478	O43292
D3DTX4	O00499
Q9BQY4	Q96PV6
Q5JVE7	P08709
Q00604	Q00604
Q05C41	D3DWG3
Q96ST3	Q3LRW3
P53350	O96017
Q5R352	Q09013
P25445	A1L467
Q15038	Q15038
Q96PK2	Q92823
D3DQP4	D3DSD3
P05155	P08246
Q86TP1	Q86TP1
Q9HAU0	Q9Y4Z0
P11473	P50613
D3DS37	B4DIW5
Q07889	B0LPF3
Q8WV02	Q5T5H7
Q8WUM4	P54259
Q6PD56	Q07889
Q8IUA4	Q9NZD8
D3DNK5	P51571
Q13951	Q13951
Q13098	D3DRY6
P14859	A8K6I5
Q15628	Q13158
Q7Z322	Q16288
B1AHC8	P16435
A8K6K3	D3DR16
Q4LE28	P15172
P55316	O60383
P54252	Q14CB8
P14373	Q9H2F5
P15927	Q9BVJ6
Q16787	P00750
A2I2N5	P08047
P40238	Q4JHT5
Q96AQ3	P17676
Q76LX8	P04275
P02775	Q53PC4
P40189	Q03405
P19174	Q53YY0
P06400	P09429
Q9BRA2	Q16881
D3DTH5	P49815
Q53TN1	Q53TN1
D3DQP4	Q9UPT6
Q969H0	D3DQ97
Q5T5H7	B4DIW5
Q16649	Q16649
P19235	P01588
Q9BT49	Q96LR2
Q8N8S7	Q6XZF7
Q96RL1	Q9C086
Q6PFW2	Q6ZQV4
P45973	Q13263
Q16270	A4D1W7
O43556	Q6IBL8
Q99523	D3DVR9
Q9BV40	A8K287
P02760	Q6MZM7
Q53YD7	Q9UQL6
P26951	P08700
Q9BWQ8	P25445
P01589	P40763
P24278	Q99750
P11473	O43593
Q7Z5C1	D3DVR9
O43707	Q96NW7
D3DT31	P33993
P13798	P53990
Q14566	Q53TS8
O95571	Q5T3J3
P28223	P53041
Q9UFM0	Q86YS3
Q9Y5P4	Q9Y5P4
O75925	Q13485
A4D0P7	P25205
P47871	P01275
A7KAX9	Q9HA84
Q9UJX6	Q5TZN3
Q8WYK2	Q4LE28
Q9NS68	A8K107
B3KRJ9	Q4ZG17
Q6IBL8	Q96P48
Q9UNS2	Q7LBY6
Q9H081	Q6ZVE6
O94985	O60318
D3DRS0	D3DWI4
O00198	Q07021
Q8WXE9	Q9UBC2
Q53R19	P59998
Q8IY97	Q504X9
P09326	Q8TDN6
Q6ICU9	B3KT07
P24928	P62487
A7E2E1	D3DPL1
D3DU69	Q8IVD9
Q9UEW8	B0LPI0
A1L467	Q9H0N5
D3DWF0	D3DU00
Q6PIZ9	Q6PIZ9
Q9BS59	Q6LBS5
O75925	Q00987
O60318	Q9NPA8
P51948	Q9BSD8
Q9H270	D3DUZ9
Q9NYJ8	D3DR16
Q9H269	Q9P253
Q9Y2H0	D3DP62
P43403	Q9H4E7
Q9Y3P8	A8K4G2
P13010	P09884
Q13315	P78527
Q05469	Q53FE8
Q9Y5L4	O60220
D3DPR9	Q99698
Q16637	Q5T3J3
O15116	Q5QNR8
Q6IBS9	D3DSD3
P13010	O14746
P06213	P19174
P49757	D3DSD3
A0JLS3	B2RCH4
Q86VM2	Q53T66
D3DTH6	B0LPF3
Q07817	P49768
O76071	B3KNK9
P25786	Q7Z474
Q63HP7	Q8N6Y0
P28069	D3DNB3
Q5U079	Q9Y2I6
P51948	D2IYK3
Q5DR82	P27694
O43663	Q8N6Y0
O15259	Q7Z494
Q16718	O75438
O60763	D3DN92
Q5T9B9	Q5T9B9
Q59F09	P54132
D3DVA7	B4E0H3
P24928	P19388
Q4LE28	O43463
P02647	P02766
P14859	P42702
Q9UIB8	Q6FGS6
B2RAR6	D3DVV8
P37198	Q9BVS9
Q9Y2I6	Q8NA61
D3DWM3	P17931
O95256	Q14116
Q13485	P57738
Q07817	P37840
O60763	D3DPR3
P12319	P12319
Q8TB90	P23458
O00322	O00322
Q7Z5W6	P98160
Q5JVE7	Q5JVE7
O14745	Q92887
P08962	P28068
Q53XM5	P51587
Q5TZN6	D3DXD6
Q96LW7	Q5VUF1
Q00403	P20265
O60609	D3DPY3
P10244	P28749
O00444	Q13485
Q07817	Q3LRW3
P12755	Q59FV5
Q13546	Q13158
Q5T9Y4	P19838
Q59FC3	Q59FC3
P19823	P19823
Q6NSJ8	Q9NSE2
B2R5Q7	Q6PIS6
P55316	D3DWM4
O43318	D3DTF2
Q9Y3F4	Q9P0P8
Q9UK73	Q9UK73
Q05586	O14578
D3DQY2	P19447
Q86VZ6	Q6PHZ7
Q9HC77	A8K6I5
O00168	Q09013
Q6ICV4	Q5RL73
P05783	P23258
Q13352	Q5T5H7
P19838	P25963
P21127	D3DTH5
Q96QT4	P13639
Q8WWB3	Q9C005
Q09013	Q96FF1
A8K107	P26842
P15172	P47928
P19174	P04626
Q01844	A8K0V9
Q15544	O00268
Q53XR6	Q969K4
Q53YD7	Q9BUT9
P23443	A2A3R6
O15381	A2RUM7
P08697	D3DP14
Q99750	Q2TB39
Q15583	Q9Y3C7
P12872	O43193
P55055	Q5STP9
C9JL99	Q00987
B3KX11	P40337
P83436	P83436
P22314	Q9Y5U2
D3DU69	Q9NUA2
Q7Z418	D2JYI1
Q4ZG02	P21941
Q5T3J3	O43379
A6NG32	O75351
D3DS06	D3DS06
Q13416	P33993
Q6EEV4	D3DSY5
Q9ULZ3	Q9NPP4
Q86YI5	P08559
O14802	Q9NVU0
Q76I76	P23528
Q13315	Q8WXE1
Q8NEY8	O60437
Q4LE28	Q13485
Q8IVK2	P21817
Q8WXF8	Q92851
Q9P2H0	O95251
P06454	Q6NT97
Q9UJ83	Q96E35
Q7LBY6	Q4LE28
O00548	P49768
P07602	Q9ULX9
Q8TDR0	Q13114
Q6FGW4	Q08334
Q9Y4Y9	O15116
Q13114	O95551
P52948	Q6NT97
Q96QE3	Q99638
B3KRJ9	O75494
Q16531	Q9NVE5
Q8WVV9	Q8WVV9
Q8IW41	P47712
P17676	Q9UG98
Q9H9H4	Q99816
Q9NZ42	Q5T208
Q6FIE9	D1CS45
Q8WZ19	D3DW02
A8K9L3	P02686
Q9NQX3	P42345
P50613	P10827
D3DNC4	Q13158
D3DVR9	Q14181
Q53PC4	Q2TU77
P52943	P54259
A8JZZ0	A8JZZ0
B4DIW5	Q8N5H7
Q96H20	Q99816
A4D0P7	D3DQ34
P43364	Q9NP98
P56159	Q99748
B3KWD0	A8K3Z8
Q13352	Q9BRL8
Q7L804	Q7L804
P21980	P21980
P21246	Q96HD1
Q14749	Q14749
Q6IN79	P78396
Q96FF1	Q8N1N0
Q9H3P7	D3DN92
P11362	B0LPF3
P43699	P27797
D3DR87	O14775
A1L467	D3DV56
P40925	D3DX47
B2RE76	O43175
Q9HC98	P50613
P06401	O95071
Q13216	Q13888
Q86V29	Q5W141
A4D0W0	Q6FGG1
P0CG13	P40938
Q9UKY1	Q9H4I2
Q53XR6	P08621
O00499	O00499
Q71F56	B2RU05
A8K107	Q96EK7
Q15910	Q9Y2I6
P11831	P17676
Q05C96	P21583
A8K0V9	Q6ZU52
D3DT31	Q9Y5N6
O75909	D3DW78
P01591	P11912
P08311	P61073
O95391	Q9H2H8
A0AVP6	Q9UKP6
Q3LRW3	P10415
Q53QE4	P25054
O95633	A4D1W7
P18615	P18615
Q13485	P12755
D3DUG8	Q14790
O14964	Q8N6Y0
Q59FG5	Q15465
Q8IUC6	Q658U1
P08519	P02675
Q96S55	Q59F09
P43403	P43403
P40189	P42702
B3KNG9	A8K3Z8
Q9BQY4	O43251
C9JL99	Q9BSD8
Q99417	Q8TER5
Q96K80	Q93062
Q96ST3	D3YJ43
Q6RW13	D3DWS0
P26368	Q7Z7F0
O75461	Q14186
P04035	P04035
P40937	Q5T3J3
D3DU69	D3DUR1
Q14512	P98160
Q96FF1	A2TDC0
D3DN49	D3DN49
O43586	P42768
P30086	Q9BTT4
Q9NR12	P55040
O75312	Q05CZ3
Q9BYD3	Q9GZR7
Q96N16	Q96N16
Q96AQ3	P13984
Q9UHD9	Q05C41
Q6AHZ1	B3KNI7
P43364	Q9H875
Q9NSE2	P16471
P51843	A8K171
Q5SQS3	A4D1G6
P61604	Q9UKY1
Q05086	D3DNY0
P13984	Q6FG41
P17676	Q00613
Q8N307	Q8N307
P12755	Q59FP9
Q6URC4	Q05C41
A6H8W4	D3DVM9
P78347	P01106
D3DV04	O43521
Q9NWS9	Q9UNY5
P21730	P21730
O43318	A8K171
Q13526	D3DQB8
Q96FF1	D3DX31
P26951	P04141
Q15427	O14776
A8K3Z8	P06454
P33993	Q99741
Q6ZVK8	D3DP49
P13498	P19878
P17980	Q96FF1
B3KWD0	D3DQ34
O75553	Q14114
P33993	P33993
Q15788	P43699
P31785	P04632
Q9C0K0	O43463
P20783	P23560
Q6FG38	P14543
Q9UHR5	Q9UHX1
O75909	Q9Y3Q8
D3DX43	P07814
Q658U1	Q02223
Q8NBP7	Q8NBP7
Q93062	B3KR54
A8K6K3	P36894
P38432	Q9NSK0
P61925	P52594
Q96FF1	A7E2V4
P78348	P78348
Q13503	P10827
Q5T5H7	Q12837
D3DTV1	Q05DE9
P36383	Q6MZU1
Q15648	O60244
B3KMI9	Q7Z3C0
Q8NCQ8	Q8NCQ8
Q13546	Q13114
D3DQY2	P28715
Q96IF9	Q59F09
Q6ZWF5	Q9Y603
P50613	Q5T5H7
D3DU69	P46060
Q96G78	Q8IZH2
Q4G1A2	O75602
Q53XC0	Q8IW76
Q9Y6Q6	A8K9S7
Q92598	P43034
P08621	D3DVE0
Q6FHV6	Q00613
Q6FHV6	B3KXG9
Q8NF90	P11362
B0ZBE0	Q59H94
Q16549	P20382
P35568	B0LPF3
Q5T5P2	Q9NQT4
Q07065	Q9H1I8
Q96FF1	Q15038
D3DTQ6	D3DTQ6
Q05586	Q8IUX2
Q9NPD3	Q96G78
Q96FF1	Q9Y6R0
C1K3N5	P09603
A8K107	Q15628
D3DX59	Q9NR12
Q59F09	B1AHC8
P55899	P55899
Q05516	P13994
Q9UKX7	B3KWD0
Q8WUF5	P08047
Q9UQL6	Q9H9E1
Q6IN79	Q99759
Q9P253	D3DUZ9
Q15788	P19838
P49736	O14775
Q6FGM0	Q9H788
P24394	O60674
Q13137	Q9H0I2
Q5Y7A2	Q92583
Q9BUZ4	Q8IUC6
D1CS45	Q8IWL2
Q53XS4	D1CS21
Q6FGJ9	Q6FGJ9
Q92845	P25054
Q5JY77	P29371
P11487	D3DU82
Q86TW5	Q96M11
Q8IWV8	P63146
P51813	P40763
O14775	P63211
P04004	P01137
A0N0N7	A0N0N7
Q9UPD8	B3KS52
Q5U0J5	A5YM55
P01135	Q86UL8
P08047	P08047
Q6ULP2	Q8IY97
Q15751	Q5TBB8
Q3LRW3	Q8NA92
D3DP73	P06400
D3DS33	P54105
Q15427	Q13435
D3DRB1	D3DTT3
Q7Z322	P04629
O15259	B4DIW5
Q15653	Q9Y2S0
D3DUR2	Q5STV3
D3DPP3	B0LPF3
Q15653	P52434
O43561	P19174
D3DT24	Q12923
Q92636	D3DWS0
D3DPJ2	O14964
C9JL99	Q99697
P28698	P28698
A0JLT2	Q9Y3C7
C9JL99	Q6IBL8
Q14213	O60595
O95751	P28698
Q13503	P24928
Q13888	P18074
O95429	Q93038
Q9Y2I7	A8K403
Q13873	P00540
Q01844	B3KQ70
Q96FF1	Q93062
P55061	Q07817
Q13158	Q92851
Q5T2W1	D3DQ87
A8K8F5	B2R506
Q53XS4	B0LPF3
Q5JVE7	D3DT47
O00548	Q04721
O94941	P68036
P42226	P19838
P01042	B0ZBE2
Q02413	Q9Y446
Q3LRW3	Q13190
Q7L3B6	Q7L3B6
Q13501	Q16288
Q86SJ2	Q86SJ2
P23458	P40763
P09132	P61011
D3DQZ1	Q6ICS9
A8K2G2	Q9NUA2
O43633	O75351
P10145	Q53PC4
Q00688	D3DVV8
Q96G75	B0FWH2
Q96SB4	Q96SB4
Q96DN0	P30101
O43752	Q96JR6
Q6FI14	D3DRQ5
Q9H6L4	Q8WZ19
P21246	Q9Y3C0
Q96PK2	B3KNI7
Q14469	P47928
Q8TEW0	Q13009
Q5DR82	Q59F09
Q9UJW3	Q9Y6K1
A8K4G2	A8K4G2
P43088	P41222
O14832	O14832
Q6PJT7	Q63HP7
Q14134	P36406
D3DSL9	D3DSL9
P00734	Q96IY4
P28360	O75925
D3DR16	P08138
Q6NTA2	Q68Y55
D3DUH1	Q59F04
Q05C41	Q13485
Q00403	P24928
P05120	Q6P2Q9
P60033	Q9C086
A8K9G7	Q8N5H7
O75161	O75161
Q14807	Q8NG27
B4E127	Q13485
A2RUM7	P12081
Q3LRW3	Q6IBR8
O75419	A4D0P7
Q9BRL8	B0LPF3
A0PJJ7	Q9NTB8
Q8WY44	Q93062
Q9BTB0	Q8IYN9
Q05DE9	Q9UI08
P05129	Q6PIS6
Q96AP0	Q9NUX5
P36894	Q15427
P11362	P19174
Q96FF1	Q9Y2Y4
O60343	Q9NTZ6
O75083	Q5ST66
Q6FI14	O43561
P60228	D3DQ10
B4DMY8	Q14181
O14978	Q9NZD8
Q9NWA0	Q6P2C8
P21246	Q9BX70
Q15596	Q15596
Q6FHM8	O60907
Q9Y3A3	Q7Z322
C9JL99	Q13315
Q9BTY7	Q53F11
O43414	Q53YK7
Q96T83	Q96T83
Q9HB29	Q14116
P11831	Q2TB39
P52630	P42226
P28223	A8K761
Q6IEG3	Q05C41
Q9Y4K4	D3DTH6
P08047	Q6FI00
P17676	P06400
P55854	Q03933
P01106	Q5GJ64
Q99759	Q05516
Q5TBB8	Q7Z6Z7
P21246	D3DSZ1
Q08170	Q547Q3
Q4LE28	Q92985
A8K9G7	Q2TB39
Q8IZZ5	Q9NPY3
Q9Y613	D3DNI4
Q14181	Q9BTY7
O43633	O94818
P33993	P49736
A8K9S7	Q05DE9
P54259	Q99435
Q8IX07	O14908
Q9UNS2	Q93034
Q8WXE1	Q8IY31
Q8WU20	Q08345
A8K287	Q6PD56
P61086	Q3LRW3
P35568	Q2TNI1
P40938	D3DNV2
Q9BVI4	Q9Y3Q8
Q3L1S0	P09429
O43752	Q9HD26
Q543A1	Q9GZR7
P08603	P01024
Q6FGM0	Q6FGM0
Q14790	Q15149
Q9HAV4	Q13158
O14908	P14416
P53803	Q6IN79
P42684	D3DR07
P49642	Q3LRW3
Q04941	Q8N516
D3DST0	Q01844
Q05CA6	P43699
Q96FF1	Q49A95
P04792	P22735
A8K107	P43489
Q68Y55	Q8WY44
Q53QS9	Q7L5N1
P00734	Q4W597
Q15102	Q9Y4G2
O60383	Q12906
Q05CZ3	Q9HC28
P25942	P24394
Q93074	Q93074
Q14112	Q6NVY8
Q6NSJ8	P04141
Q5IT36	Q5IT36
P40763	D3DST0
Q0VDF9	P31948
Q9BUF7	Q8NI35
Q86VP6	Q13620
Q14145	Q16236
B3KRJ9	Q59F66
P06400	Q59FP9
D3DRG2	Q9UFG7
P51784	Q01201
Q6I9R7	Q59FP9
Q96KG7	Q5JTZ9
Q8WV28	Q5JPT6
P54259	Q3KQU3
B3KM80	P11387
Q8NCQ8	A2BEK1
Q9BRD5	Q8IWY9
Q9NPD3	Q5ST66
P05177	P16435
Q8IX12	Q92851
O43561	D3DRQ5
Q6FGR6	Q5T3J3
Q08380	Q59EE7
D3DX67	D3DX67
O15145	Q53QM2
Q8NG08	P09884
Q7Z7K2	P40763
A8K3Z8	Q9P2H0
